0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
4230,fil-707,2016-05-23 00:00:00,1437-08-16,Mon,May,Sha’ban,Center,,590,No,18 hrs,SAR 673894.0,None,2495447,0,5,26049,SAR 1194321
4231,fil-708,2016-05-23 00:00:00,1437-08-16,Monday,,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 366794.0,None,1095592,0,2,23031,SAR 982829
4232,fil-709,2016-05-23 00:00:00,1437-08-16,Monday,May,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 56639.0,None,1966806,0,11,23601,SAR 1243309
4233,fil-710,2016-05-23 00:00:00,1437-08-16,Monday,May,Sha’ban,,,895,Yes,24 hrs,SAR 20458.0,None,395906,0,3,6009,SAR 314887
4234,fil-711,2016-05-23 00:00:00,1437-08-16,,May,Sha’ban,Center,,460,Yes,12 hrs,SAR 13490.0,None,733397,0,8,9680,SAR 504656
4235,fil-701,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 41819.0,None,1219365,0,10,15650,SAR 824783
4236,fil-702,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Outskirts,Regular,1075,Yes,12 hrs,SAR 4709.0,None,132860,0,1,2176,SAR 105888
4237,fil-703,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Border,,2725,Yes,12 hrs,SAR 598903.0,None,650086,0,1,10769,SAR 529731
4238,fil-704,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Center,Regular,205,No,12 hrs,SAR 7747.0,None,967456,0,8,12182,SAR 632440
4239,fil-705,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 36807.0,None,1271228,0,6,17848,SAR 1059444
4240,fil-706,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,,Hyper,755,Yes,18 hrs,SAR 58382.0,None,724681,0,5,10362,SAR 551681
4241,fil-707,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Center,Grande,590,No,18 hrs,SAR 575435.0,None,2495852,0,5,33384,SAR 1588948
4242,fil-708,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 334023.0,None,1094669,0,2,24220,SAR 1166412
4243,fil-709,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 57318.0,None,1966366,0,11,17697,SAR 921431
4244,fil-710,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 24056.0,None,395913,0,3,4060,SAR 209227
4245,fil-711,2016-05-24 00:00:00,1437-08-17,Tuesday,May,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 12773.0,None,733491,0,8,7921,SAR 358287
4246,fil-701,2016-05-25 00:00:00,1437-08-18,Wednesday,May,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 37151.0,None,1219405,0,10,16637,SAR 889478
4247,fil-702,2016-05-25 00:00:00,1437-08-18,Wednesday,May,Sha’ban,Outskirts,,1075,Yes,12 hrs,SAR 4819.0,None,132860,0,1,1303,SAR 57787
4248,fil-703,2016-05-25 00:00:00,1437-08-18,,May,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 526114.0,None,650041,0,1,4979,SAR 276563
4249,fil-704,2016-05-25 00:00:00,1437-08-18,Wednesday,May,Sha’ban,Center,Regular,205,No,12 hrs,SAR 6507.0,None,967441,0,8,14300,SAR 590720
4250,fil-705,2016-05-25 00:00:00,1437-08-18,Wednesday,May,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 42331.0,None,1271371,0,6,21536,SAR 1168552
4251,fil-706,2016-05-25 00:00:00,1437-08-18,,May,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 65560.0,None,725041,0,5,10368,SAR 507640
4252,fil-707,2016-05-25 00:00:00,1437-08-18,Wednesday,May,Sha’ban,Center,Grande,590,No,18 hrs,SAR 709766.0,None,2495448,0,5,31330,SAR 1952981
4253,fil-708,2016-05-25 00:00:00,1437-08-18,Wednesday,,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 482980.0,None,1094651,0,2,24327,SAR 1457505
4254,fil-709,2016-05-25 00:00:00,1437-08-18,Wednesday,May,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 55843.0,None,1966367,0,11,27135,SAR 1422764
4255,fil-710,2016-05-25 00:00:00,1437-08-18,Wed,May,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 23737.0,None,396870,0,3,4333,SAR 214805
4256,fil-711,2016-05-25 00:00:00,1437-08-18,Wednesday,May,Sha’ban,,Hyper,460,Yes,12 hrs,SAR 15821.0,None,733539,0,8,10122,SAR 568088
4257,fil-701,2016-05-26 00:00:00,1437-08-19,Thursday,May,Sha’ban,,Hyper,675,No,12 hrs,SAR 40135.0,None,1219824,0,10,9551,SAR 489583
4258,fil-702,2016-05-26 00:00:00,1437-08-19,Thu,May,Sha’ban,,Regular,1075,Yes,12 hrs,SAR 5001.0,None,132998,0,1,2392,SAR 113319
4259,fil-703,2016-05-26 00:00:00,1437-08-19,Thursday,May,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 653233.0,None,649963,0,1,8205,SAR 419227
4260,fil-704,2016-05-26 00:00:00,1437-08-19,Thursday,May,Sha’ban,Center,Regular,205,No,12 hrs,SAR 6966.0,None,967420,0,8,13460,SAR 742366
4261,fil-705,2016-05-26 00:00:00,1437-08-19,Thu,May,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 38793.0,None,1271690,0,6,15606,SAR 799527
4262,fil-706,2016-05-26 00:00:00,1437-08-19,Thursday,May,Sha’ban,Center,,755,Yes,18 hrs,SAR 57214.0,None,725264,0,5,6599,SAR 275721
4263,fil-707,2016-05-26 00:00:00,1437-08-19,Thursday,May,Sha’ban,Center,Grande,590,No,18 hrs,SAR 652974.0,None,2495416,0,5,42656,SAR 2484719
4264,fil-708,2016-05-26 00:00:00,1437-08-19,,May,Sha’ban,Border,,2165,No,18 hrs,SAR 323773.0,None,1094965,0,2,25648,SAR 1477551
4265,fil-709,2016-05-26 00:00:00,1437-08-19,Thu,May,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 65034.0,None,1966367,0,11,18877,SAR 1143600
4266,fil-710,2016-05-26 00:00:00,1437-08-19,Thu,May,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 21802.0,None,395906,0,3,4769,SAR 172642
4267,fil-711,2016-05-26 00:00:00,1437-08-19,Thursday,May,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 11270.0,None,733399,0,8,8800,SAR 435750
4268,fil-701,2016-05-27 00:00:00,1437-08-20,Friday,May,Sha’ban,,Hyper,675,No,12 hrs,SAR 33689.0,Regular,1219365,609682,10,12447,SAR 576242
4269,fil-702,2016-05-27 00:00:00,1437-08-20,,May,Sha’ban,Outskirts,Regular,1075,Yes,12 hrs,SAR 4367.0,Regular,132853,53141,1,2334,SAR 102369
4270,fil-703,2016-05-27 00:00:00,1437-08-20,Friday,May,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 661352.0,Regular,651426,260570,1,14461,SAR 808146
4271,fil-704,2016-05-27 00:00:00,1437-08-20,Friday,May,Sha’ban,Center,Regular,205,No,12 hrs,SAR 7651.0,Regular,968894,581336,8,15957,SAR 901866
4272,fil-705,2016-05-27 00:00:00,1437-08-20,Fri,May,Sha’ban,Center,,760,No,24 hrs,SAR 36471.0,Regular,1271235,381370,6,19008,SAR 917937
4273,fil-706,2016-05-27 00:00:00,1437-08-20,Friday,May,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 58146.0,Regular,724615,362307,5,11427,SAR 538717
4274,fil-707,2016-05-27 00:00:00,1437-08-20,Friday,May,Sha’ban,,Grande,590,No,18 hrs,SAR 591711.0,Regular,2495874,1247937,5,53536,SAR 2789195
4275,fil-708,2016-05-27 00:00:00,1437-08-20,Friday,May,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 390194.0,Regular,1094798,547399,2,24435,SAR 1264849
4276,fil-709,2016-05-27 00:00:00,1437-08-20,Friday,May,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 61801.0,Regular,1966395,983197,11,20118,SAR 866530
4277,fil-710,2016-05-27 00:00:00,1437-08-20,,May,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 19492.0,Regular,398064,159225,3,5793,SAR 293840
4278,fil-711,2016-05-27 00:00:00,1437-08-20,Friday,May,Sha’ban,,Hyper,460,Yes,12 hrs,SAR 14279.0,Regular,733415,293366,8,7522,SAR 393443
4279,fil-701,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 50909.0,None,1219406,0,10,22126,SAR 1116857
4280,fil-702,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Outskirts,Regular,1075,Yes,12 hrs,SAR 4121.0,None,132854,0,1,2317,SAR 114184
4281,fil-703,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 565436.0,None,650269,0,1,9207,SAR 364906
4282,fil-704,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Center,Regular,205,No,12 hrs,SAR 8123.0,None,967413,0,8,8987,SAR 442484
4283,fil-705,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 39906.0,None,1271257,0,6,17370,SAR 922458
4284,fil-706,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 59744.0,None,726798,0,5,12210,SAR 622403
4285,fil-707,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Center,Grande,590,No,18 hrs,SAR 616772.0,None,2495472,0,5,24979,SAR 1228455
4286,fil-708,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 464965.0,None,1094652,0,2,21398,SAR 1135293
4287,fil-709,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 54562.0,None,1966378,0,11,16309,SAR 828672
4288,fil-710,2016-05-28 00:00:00,1437-08-21,Saturday,May,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 24075.0,None,395995,0,3,6354,SAR 333066
4289,fil-711,2016-05-28 00:00:00,1437-08-21,Saturday,,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 14981.0,None,734905,0,8,12546,SAR 691250
4290,fil-701,2016-05-29 00:00:00,1437-08-22,Sunday,May,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 54132.0,None,1219847,0,10,21350,SAR 1180862
4291,fil-702,2016-05-29 00:00:00,1437-08-22,Sunday,May,Sha’ban,Outskirts,Regular,1075,Yes,12 hrs,SAR 3925.0,None,132853,0,1,1948,SAR 88128
4292,fil-703,2016-05-29 00:00:00,1437-08-22,Sunday,May,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 501398.0,None,649974,0,1,9043,SAR 462194
4293,fil-704,2016-05-29 00:00:00,1437-08-22,Sun,May,Sha’ban,Center,Regular,205,No,12 hrs,SAR 7879.0,None,967898,0,8,18095,SAR 846356
4294,fil-705,2016-05-29 00:00:00,1437-08-22,Sunday,May,Sha’ban,Center,,760,No,24 hrs,SAR 46085.0,None,1271557,0,6,18457,SAR 862961
4295,fil-706,2016-05-29 00:00:00,1437-08-22,,May,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 62484.0,None,724809,0,5,7537,SAR 345292
4296,fil-707,2016-05-29 00:00:00,1437-08-22,Sunday,May,Sha’ban,Center,Grande,590,No,18 hrs,SAR 679710.0,None,2495424,0,5,34913,SAR 1802830
4297,fil-708,2016-05-29 00:00:00,1437-08-22,Sunday,May,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 347361.0,None,1095364,0,2,23206,SAR 1117071
4298,fil-709,2016-05-29 00:00:00,1437-08-22,Sunday,May,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 62822.0,None,1967079,0,11,21244,SAR 1035842
4299,fil-710,2016-05-29 00:00:00,1437-08-22,Sunday,May,Sha’ban,,,895,Yes,24 hrs,SAR 17484.0,None,396608,0,3,3964,SAR 230708
4300,fil-711,2016-05-29 00:00:00,1437-08-22,,May,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 12786.0,None,734444,0,8,5287,SAR 253438
4301,fil-701,2016-05-30 00:00:00,1437-08-23,Monday,May,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 43172.0,Grand,1219696,731817,10,11987,SAR 450503
4302,fil-702,2016-05-30 00:00:00,1437-08-23,Monday,May,Sha’ban,Outskirts,Regular,1075,Yes,12 hrs,SAR 4493.0,Grand,133919,66959,1,2056,SAR 91156
4303,fil-703,2016-05-30 00:00:00,1437-08-23,Mon,May,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 592061.0,Grand,650048,195014,1,10782,SAR 571010
4304,fil-704,2016-05-30 00:00:00,1437-08-23,Monday,May,Sha’ban,,Regular,205,No,12 hrs,SAR 7629.0,Grand,968138,387255,8,15083,SAR 713200
4305,fil-705,2016-05-30 00:00:00,1437-08-23,,May,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 43445.0,Grand,1273529,636764,6,24054,SAR 987488
4306,fil-706,2016-05-30 00:00:00,1437-08-23,Monday,,Sha’ban,Center,,755,Yes,18 hrs,SAR 56618.0,Grand,725652,435391,5,8490,SAR 445862
4307,fil-707,2016-05-30 00:00:00,1437-08-23,Monday,May,Sha’ban,Center,,590,No,18 hrs,SAR 676916.0,Grand,2495409,1247704,5,28123,SAR 1448753
4308,fil-708,2016-05-30 00:00:00,1437-08-23,Monday,May,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 440880.0,Grand,1094681,437872,2,19800,SAR 1133070
4309,fil-709,2016-05-30 00:00:00,1437-08-23,Monday,May,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 61099.0,Grand,1966519,983259,11,12979,SAR 655439
4310,fil-710,2016-05-30 00:00:00,1437-08-23,Monday,May,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 22755.0,Grand,395925,237555,3,4229,SAR 170025
4311,fil-711,2016-05-30 00:00:00,1437-08-23,Monday,May,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 13730.0,Grand,735697,367848,8,8828,SAR 399288
4312,fil-701,2016-05-31 00:00:00,1437-08-24,Tuesday,May,Sha’ban,Center,,675,No,12 hrs,SAR 42605.0,Regular,1221710,488684,10,12229,SAR 625167
4313,fil-702,2016-05-31 00:00:00,1437-08-24,Tuesday,May,Sha’ban,Outskirts,Regular,1075,Yes,12 hrs,SAR 4314.0,Regular,135201,54080,1,2397,SAR 107886
4314,fil-703,2016-05-31 00:00:00,1437-08-24,Tuesday,May,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 608293.0,Regular,650445,390267,1,11004,SAR 555953
4315,fil-704,2016-05-31 00:00:00,1437-08-24,Tuesday,May,Sha’ban,Center,Regular,205,No,12 hrs,SAR 7344.0,Regular,967443,580465,8,15318,SAR 672587
4316,fil-705,2016-05-31 00:00:00,1437-08-24,Tuesday,May,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 40782.0,Regular,1271383,381414,6,13616,SAR 778757
4317,fil-706,2016-05-31 00:00:00,1437-08-24,Tuesday,May,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 57669.0,Regular,725086,217525,5,10839,SAR 490858
4318,fil-707,2016-05-31 00:00:00,1437-08-24,Tuesday,May,Sha’ban,Center,Grande,590,No,18 hrs,SAR 615209.0,Regular,2495435,1247717,5,42656,SAR 2488422
4319,fil-708,2016-05-31 00:00:00,1437-08-24,Tuesday,,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 412037.0,Regular,1095151,328545,2,16453,SAR 844555
4320,fil-709,2016-05-31 00:00:00,1437-08-24,Tue,,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 64822.0,Regular,1966370,1179822,11,28315,SAR 1317263
4321,fil-710,2016-05-31 00:00:00,1437-08-24,Tuesday,May,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 21305.0,Regular,395941,197970,3,4340,SAR 220596
4322,fil-711,2016-05-31 00:00:00,1437-08-24,Tuesday,May,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 14810.0,Regular,733625,440175,8,10123,SAR 509965
4323,fil-701,2016-06-01 00:00:00,1437-08-25,Wednesday,June,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 46295.0,Regular,1219432,487772,10,15081,SAR 818234
4324,fil-702,2016-06-01 00:00:00,1437-08-25,Wednesday,,Sha’ban,Outskirts,Regular,1075,Yes,12 hrs,SAR 4594.0,Regular,132872,79723,1,2322,SAR 110263
4325,fil-703,2016-06-01 00:00:00,1437-08-25,Wed,Jun,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 672052.0,Regular,652340,195702,1,11717,SAR 631970
4326,fil-704,2016-06-01 00:00:00,1437-08-25,Wednesday,June,Sha’ban,,Regular,205,No,12 hrs,SAR 7090.0,Regular,967518,483759,8,11826,SAR 559114
4327,fil-705,2016-06-01 00:00:00,1437-08-25,Wednesday,June,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 44373.0,Regular,1271978,508791,6,17698,SAR 905841
4328,fil-706,2016-06-01 00:00:00,1437-08-25,Wednesday,June,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 52452.0,Regular,724656,434793,5,10362,SAR 536858
4329,fil-707,2016-06-01 00:00:00,1437-08-25,Wednesday,June,Sha’ban,,Grande,590,No,18 hrs,SAR 612122.0,Regular,2496510,1497906,5,47715,SAR 2852956
4330,fil-708,2016-06-01 00:00:00,1437-08-25,Wednesday,June,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 445297.0,Regular,1094658,656794,2,24458,SAR 1213407
4331,fil-709,2016-06-01 00:00:00,1437-08-25,Wednesday,June,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 65204.0,Regular,1967471,1180482,11,15346,SAR 818659
4332,fil-710,2016-06-01 00:00:00,1437-08-25,Wednesday,June,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 17652.0,Regular,395895,158358,3,5081,SAR 255048
4333,fil-711,2016-06-01 00:00:00,1437-08-25,Wednesday,June,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 13230.0,Regular,735791,367895,8,6180,SAR 319768
4334,fil-701,2016-06-02 00:00:00,1437-08-26,Thursday,Jun,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 38867.0,None,1219366,0,10,20548,SAR 1071134
4335,fil-702,2016-06-02 00:00:00,1437-08-26,Thursday,June,Sha’ban,Outskirts,Regular,1075,Yes,12 hrs,SAR 4446.0,None,132853,0,1,1609,SAR 69184
4336,fil-703,2016-06-02 00:00:00,1437-08-26,Thursday,June,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 628428.0,None,650181,0,1,8789,SAR 437413
4337,fil-704,2016-06-02 00:00:00,1437-08-26,Thursday,June,Sha’ban,Center,Regular,205,No,12 hrs,SAR 6217.0,None,967433,0,8,9658,SAR 450188
4338,fil-705,2016-06-02 00:00:00,1437-08-26,,June,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 39885.0,None,1271387,0,6,11793,SAR 529875
4339,fil-706,2016-06-02 00:00:00,1437-08-26,Thursday,,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 60122.0,None,724633,0,5,7065,SAR 375557
4340,fil-707,2016-06-02 00:00:00,1437-08-26,Thursday,June,Sha’ban,,Grande,590,No,18 hrs,SAR 595935.0,None,2495405,0,5,49109,SAR 2365135
4341,fil-708,2016-06-02 00:00:00,1437-08-26,Thursday,June,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 430862.0,None,1094757,0,2,16044,SAR 749772
4342,fil-709,2016-06-02 00:00:00,1437-08-26,Thursday,June,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 57181.0,None,1966413,0,11,21237,SAR 1138513
4343,fil-710,2016-06-02 00:00:00,1437-08-26,Thursday,June,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 22846.0,None,396412,0,3,6501,SAR 292358
4344,fil-711,2016-06-02 00:00:00,1437-08-26,Thursday,June,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 14972.0,None,733403,0,8,5280,SAR 240840
4345,fil-701,2016-06-03 00:00:00,1437-08-27,Friday,June,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 44147.0,None,1219366,0,10,23070,SAR 1104172
4346,fil-702,2016-06-03 00:00:00,1437-08-27,,June,Sha’ban,,Regular,1075,Yes,12 hrs,SAR 4272.0,None,133092,0,1,1849,SAR 99770
4347,fil-703,2016-06-03 00:00:00,1437-08-27,Fri,June,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 519970.0,None,649945,0,1,7584,SAR 373748
4348,fil-704,2016-06-03 00:00:00,1437-08-27,Friday,June,Sha’ban,Center,Regular,205,No,12 hrs,SAR 7811.0,None,967574,0,8,18835,SAR 862134
4349,fil-705,2016-06-03 00:00:00,1437-08-27,Friday,June,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 43616.0,None,1272004,0,6,26892,SAR 1224920
4350,fil-706,2016-06-03 00:00:00,1437-08-27,Friday,June,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 53382.0,None,724587,0,5,11137,SAR 623053
4351,fil-707,2016-06-03 00:00:00,1437-08-27,Friday,June,Sha’ban,Center,Grande,590,No,18 hrs,SAR 655041.0,None,2495417,0,5,35250,SAR 1887379
4352,fil-708,2016-06-03 00:00:00,1437-08-27,Friday,June,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 394410.0,None,1094698,0,2,25172,SAR 1340096
4353,fil-709,2016-06-03 00:00:00,1437-08-27,Friday,Jun,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 62801.0,None,1967512,0,11,28186,SAR 1067600
4354,fil-710,2016-06-03 00:00:00,1437-08-27,Friday,June,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 20236.0,None,397585,0,3,7617,SAR 363604
4355,fil-711,2016-06-03 00:00:00,1437-08-27,Fri,June,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 13092.0,None,733751,0,8,10566,SAR 501670
4356,fil-701,2016-06-04 00:00:00,1437-08-28,Saturday,June,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 44846.0,None,1219471,0,10,22950,SAR 1027700
4357,fil-702,2016-06-04 00:00:00,1437-08-28,Saturday,June,Sha’ban,Outskirts,,1075,Yes,12 hrs,SAR 4654.0,None,132853,0,1,2183,SAR 120691
4358,fil-703,2016-06-04 00:00:00,1437-08-28,Saturday,June,Sha’ban,,Grande,2725,Yes,12 hrs,SAR 600755.0,None,649965,0,1,6784,SAR 330653
4359,fil-704,2016-06-04 00:00:00,1437-08-28,Sat,,Sha’ban,Center,Regular,205,No,12 hrs,SAR 6949.0,None,967425,0,8,10333,SAR 512741
4360,fil-705,2016-06-04 00:00:00,1437-08-28,Saturday,June,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 34551.0,None,1273769,0,6,22773,SAR 1407141
4361,fil-706,2016-06-04 00:00:00,1437-08-28,Saturday,June,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 58834.0,None,724829,0,5,9614,SAR 408604
4362,fil-707,2016-06-04 00:00:00,1437-08-28,Saturday,June,Sha’ban,Center,Grande,590,No,18 hrs,SAR 597877.0,None,2495648,0,5,33124,SAR 1660660
4363,fil-708,2016-06-04 00:00:00,1437-08-28,Saturday,June,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 369913.0,None,1095440,0,2,16931,SAR 901979
4364,fil-709,2016-06-04 00:00:00,1437-08-28,Saturday,June,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 54761.0,None,1966397,0,11,22711,SAR 1131688
4365,fil-710,2016-06-04 00:00:00,1437-08-28,Saturday,Jun,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 24038.0,None,397061,0,3,5392,SAR 252118
4366,fil-711,2016-06-04 00:00:00,1437-08-28,Saturday,June,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 13509.0,None,733559,0,8,6707,SAR 316179
4367,fil-701,2016-06-05 00:00:00,1437-08-29,,June,Sha’ban,Center,Hyper,675,No,12 hrs,SAR 41031.0,None,1219435,0,10,13974,SAR 695086
4368,fil-702,2016-06-05 00:00:00,1437-08-29,Sun,June,Sha’ban,Outskirts,,1075,Yes,12 hrs,SAR 5119.0,None,133218,0,1,1098,SAR 58461
4369,fil-703,2016-06-05 00:00:00,1437-08-29,Sunday,,Sha’ban,Border,Grande,2725,Yes,12 hrs,SAR 568518.0,None,649957,0,1,4959,SAR 237689
4370,fil-704,2016-06-05 00:00:00,1437-08-29,Sunday,June,Sha’ban,,Regular,205,No,12 hrs,SAR 6478.0,None,967420,0,8,8321,SAR 315367
4371,fil-705,2016-06-05 00:00:00,1437-08-29,Sunday,June,Sha’ban,Center,Hyper,760,No,24 hrs,SAR 40907.0,None,1271301,0,6,23463,SAR 1159909
4372,fil-706,2016-06-05 00:00:00,1437-08-29,Sunday,June,Sha’ban,Center,Hyper,755,Yes,18 hrs,SAR 57971.0,None,724606,0,5,5180,SAR 233478
4373,fil-707,2016-06-05 00:00:00,1437-08-29,Sunday,June,Sha’ban,Center,Grande,590,No,18 hrs,SAR 569831.0,None,2497160,0,5,30377,SAR 1539021
4374,fil-708,2016-06-05 00:00:00,1437-08-29,Sunday,Jun,Sha’ban,Border,Grande,2165,No,18 hrs,SAR 389172.0,None,1094816,0,2,19699,SAR 891212
4375,fil-709,2016-06-05 00:00:00,1437-08-29,Sunday,June,Sha’ban,Center,Hyper,775,Yes,12 hrs,SAR 50133.0,None,1966398,0,11,15337,SAR 723623
4376,fil-710,2016-06-05 00:00:00,1437-08-29,Sun,Jun,Sha’ban,Border,Hyper,895,Yes,24 hrs,SAR 24552.0,None,396698,0,3,7311,SAR 363098
4377,fil-711,2016-06-05 00:00:00,1437-08-29,Sunday,June,Sha’ban,Center,Hyper,460,Yes,12 hrs,SAR 16509.0,None,735988,0,8,6182,SAR 329861
4378,fil-701,2016-06-06 00:00:00,1437-09-01,Monday,June,Ramadhan,Center,Hyper,675,No,12 hrs,SAR 41642.0,Regular,1219436,365830,10,14377,SAR 800523
4379,fil-702,2016-06-06 00:00:00,1437-09-01,Monday,June,Ramadhan,Outskirts,Regular,1075,Yes,12 hrs,SAR 4392.0,Regular,132854,79712,1,2040,SAR 93072
4380,fil-703,2016-06-06 00:00:00,1437-09-01,Monday,June,Ramadhan,Border,,2725,Yes,12 hrs,SAR 527055.0,Regular,650057,325028,1,6338,SAR 305792
4381,fil-704,2016-06-06 00:00:00,1437-09-01,Monday,June,Ramadhan,Center,Regular,205,No,12 hrs,SAR 7296.0,Regular,967784,483892,8,15078,SAR 817844
4382,fil-705,2016-06-06 00:00:00,1437-09-01,Monday,June,Ramadhan,Center,Hyper,760,No,24 hrs,SAR 45060.0,Regular,1273016,509206,6,20156,SAR 849978
4383,fil-706,2016-06-06 00:00:00,1437-09-01,Monday,June,Ramadhan,Center,,755,Yes,18 hrs,SAR 59081.0,Regular,726374,363187,5,8498,SAR 361208
