0,Store ID,Gregorian Date,Hijri Date,Day,Greg. Month,Hijri Month,Location,Store Size,Parking,Mall,Work Hours,Cost/day,Promotion,Customer Base,Advertisements,Competition,Customers,Profit/day
1762,fil-703,2018-12-11 00:00:00,1440-04-04,Tue,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 26152.0,None,138944,0,1,1308,SAR 63259
1763,fil-704,2018-12-11 00:00:00,1440-04-04,Tue,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 731857.0,None,846850,0,8,7042,SAR 380341
1764,fil-705,2018-12-11 00:00:00,1440-04-04,Tue,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 36368.0,None,321074,0,2,4685,SAR 223328
1765,fil-706,2018-12-11 00:00:00,1440-04-04,Tue,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 203416.0,None,918105,0,11,9915,SAR 602392
1766,fil-707,2018-12-11 00:00:00,1440-04-04,Tue,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 68714.0,None,331133,0,6,4370,SAR 188606
1767,fil-708,2018-12-11 00:00:00,1440-04-04,Tue,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 69545.0,None,275112,0,1,4141,SAR 190749
1768,fil-709,2018-12-11 00:00:00,1440-04-04,Tue,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5050.0,None,326527,0,11,5670,SAR 328388
1769,fil-710,2018-12-11 00:00:00,1440-04-04,Tue,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 29229.0,None,188235,0,2,2591,SAR 121770
1770,fil-701,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1192.0,None,453055,0,5,2944,SAR 169946
1771,fil-702,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 381017.0,Grand,1917897,1150738,7,19562,SAR 949762
1772,fil-703,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 25836.0,None,138931,0,1,1578,SAR 76200
1773,fil-704,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 789271.0,Grand,846846,254053,8,10202,SAR 545580
1774,fil-705,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 35390.0,None,321080,0,2,2924,SAR 164338
1775,fil-706,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 156042.0,Grand,918121,275436,11,7161,SAR 319237
1776,fil-707,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 54969.0,None,331143,0,6,4569,SAR 239174
1777,fil-708,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 64996.0,Grand,275104,82531,1,4062,SAR 212319
1778,fil-709,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5337.0,None,326510,0,11,5459,SAR 275539
1779,fil-710,2018-12-12 00:00:00,1440-04-05,Wed,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 29754.0,Grand,188245,56473,2,2310,SAR 116483
1780,fil-701,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1027.0,None,453076,0,5,6184,SAR 296427
1781,fil-702,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 428735.0,Regular,1917900,1150740,7,14959,SAR 809213
1782,fil-703,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 35462.0,None,138914,0,1,2677,SAR 135795
1783,fil-704,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 696642.0,Regular,846845,423422,8,11142,SAR 456452
1784,fil-705,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 35059.0,None,321078,0,2,3945,SAR 198000
1785,fil-706,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 211843.0,Regular,918096,367238,11,6059,SAR 321157
1786,fil-707,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 57673.0,None,331112,0,6,2383,SAR 126101
1787,fil-708,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 93277.0,Regular,275104,110041,1,5789,SAR 315259
1788,fil-709,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5556.0,None,326513,0,11,5647,SAR 263998
1789,fil-710,2018-12-13 00:00:00,1440-04-06,Thu,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 37115.0,Regular,188236,112941,2,3504,SAR 164370
1790,fil-701,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1283.0,Regular,453073,181229,5,4417,SAR 234693
1791,fil-702,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 373158.0,None,1917925,0,7,25316,SAR 1137039
1792,fil-703,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 28962.0,Regular,138915,69457,1,1482,SAR 64770
1793,fil-704,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 703620.0,None,846846,0,8,12888,SAR 706212
1794,fil-705,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 26706.0,Regular,321098,160549,2,6026,SAR 298814
1795,fil-706,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 189237.0,None,918101,0,11,13220,SAR 626945
1796,fil-707,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 50813.0,Regular,331113,165556,6,2383,SAR 110668
1797,fil-708,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 77166.0,None,275125,0,1,3103,SAR 132893
1798,fil-709,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5165.0,Regular,326537,97961,11,4631,SAR 226119
1799,fil-710,2018-12-14 00:00:00,1440-04-07,Fri,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 31598.0,None,188235,0,2,2116,SAR 97953
1800,fil-701,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1221.0,Regular,453058,181223,5,5889,SAR 286428
1801,fil-702,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 291727.0,None,1917931,0,7,20713,SAR 1010799
1802,fil-703,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 30873.0,Regular,138913,69456,1,1806,SAR 97246
1803,fil-704,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 772803.0,None,846849,0,8,13337,SAR 684398
1804,fil-705,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 32347.0,Regular,321093,160546,2,4230,SAR 220133
1805,fil-706,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 144052.0,None,918123,0,11,12119,SAR 690982
1806,fil-707,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 49672.0,Regular,331113,99333,6,4569,SAR 202284
1807,fil-708,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 69096.0,None,275110,0,1,5995,SAR 290279
1808,fil-709,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 4995.0,Regular,326509,130603,11,3083,SAR 158030
1809,fil-710,2018-12-15 00:00:00,1440-04-08,Sat,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 38916.0,None,188249,0,2,2116,SAR 107366
1810,fil-701,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1369.0,None,453059,0,5,6773,SAR 334076
1811,fil-702,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 341876.0,None,1917901,0,7,27617,SAR 1448218
1812,fil-703,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 27088.0,None,138913,0,1,2644,SAR 127296
1813,fil-704,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 836212.0,None,846849,0,8,12956,SAR 594393
1814,fil-705,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 37681.0,None,321074,0,2,4679,SAR 266515
1815,fil-706,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 187196.0,None,918119,0,11,8263,SAR 472691
1816,fil-707,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 46957.0,None,331112,0,6,3973,SAR 235337
1817,fil-708,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 85951.0,None,275098,0,1,4159,SAR 210491
1818,fil-709,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5229.0,None,326509,0,11,3933,SAR 219512
1819,fil-710,2018-12-16 00:00:00,1440-04-09,Sun,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 27939.0,None,188240,0,2,4029,SAR 217919
1820,fil-701,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1297.0,Grand,453055,271833,5,3828,SAR 181503
1821,fil-702,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 379434.0,None,1917897,0,7,25316,SAR 1351009
1822,fil-703,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 28694.0,Grand,138919,83351,1,1661,SAR 59883
1823,fil-704,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 713759.0,None,846848,0,8,10216,SAR 520451
1824,fil-705,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 34515.0,Grand,321070,128428,2,4587,SAR 234608
1825,fil-706,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 191146.0,None,918101,0,11,13220,SAR 643579
1826,fil-707,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 58461.0,Grand,331118,198670,6,4569,SAR 276788
1827,fil-708,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 87576.0,None,275106,0,1,3850,SAR 189802
1828,fil-709,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 4514.0,Grand,326518,163259,11,3790,SAR 176632
1829,fil-710,2018-12-17 00:00:00,1440-04-10,Mon,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 35913.0,None,188234,0,2,2195,SAR 120410
1830,fil-701,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1305.0,Regular,453071,181228,5,4122,SAR 223763
1831,fil-702,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 374545.0,None,1917899,0,7,16110,SAR 758269
1832,fil-703,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 35346.0,Regular,138938,69469,1,1459,SAR 77466
1833,fil-704,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 738558.0,None,846875,0,8,12470,SAR 561546
1834,fil-705,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 32785.0,Regular,321074,128429,2,4027,SAR 206429
1835,fil-706,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 171797.0,None,918102,0,11,12669,SAR 640397
1836,fil-707,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 52359.0,Regular,331112,198667,6,4370,SAR 254239
1837,fil-708,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 80493.0,None,275104,0,1,2649,SAR 122904
1838,fil-709,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5454.0,Regular,326514,130605,11,3044,SAR 161566
1839,fil-710,2018-12-18 00:00:00,1440-04-11,Tue,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 38336.0,None,188258,0,2,3633,SAR 186003
1840,fil-701,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1291.0,None,453065,0,5,4711,SAR 240593
1841,fil-702,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 283509.0,Regular,1917918,958959,7,27618,SAR 1641599
1842,fil-703,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 31888.0,None,138920,0,1,1573,SAR 91607
1843,fil-704,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 795395.0,Regular,846882,508129,8,15894,SAR 770162
1844,fil-705,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 34241.0,None,321095,0,2,4334,SAR 227799
1845,fil-706,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 174765.0,Regular,918097,550858,11,12669,SAR 582893
1846,fil-707,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 46414.0,None,331141,0,6,2185,SAR 106075
1847,fil-708,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 78503.0,Regular,275098,82529,1,3829,SAR 182695
1848,fil-709,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5785.0,None,326511,0,11,2946,SAR 133998
1849,fil-710,2018-12-19 00:00:00,1440-04-12,Wed,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 38459.0,Regular,188237,112942,2,3531,SAR 200814
1850,fil-701,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1255.0,None,453058,0,5,7067,SAR 330725
1851,fil-702,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 388372.0,Regular,1917897,958948,7,13808,SAR 720564
1852,fil-703,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 31296.0,None,138917,0,1,2762,SAR 136309
1853,fil-704,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 755866.0,Regular,846851,254055,8,14010,SAR 830851
1854,fil-705,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 33584.0,None,321073,0,2,5158,SAR 248460
1855,fil-706,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 153071.0,Regular,918126,367250,11,7161,SAR 391819
1856,fil-707,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 52890.0,None,331113,0,6,2582,SAR 140163
1857,fil-708,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 82451.0,Regular,275111,137555,1,4761,SAR 229986
1858,fil-709,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 4832.0,None,326530,0,11,2783,SAR 147985
1859,fil-710,2018-12-20 00:00:00,1440-04-13,Thu,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 36981.0,Regular,188245,112947,2,2424,SAR 118811
1860,fil-701,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1166.0,None,453056,0,5,4417,SAR 196817
1861,fil-702,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 367092.0,None,1917929,0,7,26467,SAR 1397893
1862,fil-703,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 34409.0,None,138923,0,1,2478,SAR 119894
1863,fil-704,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 694225.0,None,846848,0,8,12437,SAR 619730
1864,fil-705,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 31633.0,None,321088,0,2,4415,SAR 224888
1865,fil-706,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 174473.0,None,918127,0,11,11017,SAR 680040
1866,fil-707,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 56657.0,None,331143,0,6,3576,SAR 171919
1867,fil-708,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 77602.0,None,275107,0,1,4751,SAR 227191
1868,fil-709,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5659.0,None,326513,0,11,5850,SAR 265482
1869,fil-710,2018-12-21 00:00:00,1440-04-14,Fri,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 35381.0,None,188238,0,2,2837,SAR 145523
1870,fil-701,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1136.0,None,453055,0,5,6184,SAR 251806
1871,fil-702,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 456356.0,Grand,1917899,958949,7,11507,SAR 491117
1872,fil-703,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 29718.0,None,138915,0,1,1952,SAR 90428
1873,fil-704,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 741021.0,Grand,846877,423438,8,15348,SAR 887323
1874,fil-705,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 26726.0,None,321072,0,2,4099,SAR 174668
1875,fil-706,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 197429.0,Grand,918105,367242,11,12118,SAR 732125
1876,fil-707,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 59623.0,None,331126,0,6,1986,SAR 97046
1877,fil-708,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 86829.0,Grand,275112,110044,1,3027,SAR 177104
1878,fil-709,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 3859.0,None,326517,0,11,2491,SAR 116789
1879,fil-710,2018-12-22 00:00:00,1440-04-15,Sat,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 38126.0,Grand,188236,112941,2,3383,SAR 182170
1880,fil-701,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1253.0,None,453081,0,5,4123,SAR 201141
1881,fil-702,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 315622.0,Regular,1917912,958956,7,16110,SAR 876643
1882,fil-703,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 32944.0,None,138915,0,1,2215,SAR 112369
1883,fil-704,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 723212.0,Regular,846850,508110,8,7957,SAR 430438
1884,fil-705,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 27862.0,None,321071,0,2,4530,SAR 267498
1885,fil-706,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 204553.0,Regular,918117,275435,11,13220,SAR 684708
1886,fil-707,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 66054.0,None,331112,0,6,4370,SAR 219659
1887,fil-708,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 75752.0,Regular,275103,110041,1,2829,SAR 128400
1888,fil-709,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5425.0,None,326510,0,11,3091,SAR 167948
1889,fil-710,2018-12-23 00:00:00,1440-04-16,Sun,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 32436.0,Regular,188251,94125,2,4301,SAR 244273
1890,fil-701,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1154.0,Regular,453060,135918,5,3828,SAR 186580
1891,fil-702,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 386541.0,None,1917900,0,7,11507,SAR 463742
1892,fil-703,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 27528.0,Regular,138917,55566,1,2481,SAR 130085
1893,fil-704,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 842281.0,None,846847,0,8,7135,SAR 322299
1894,fil-705,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 30166.0,Regular,321074,160537,2,4559,SAR 224163
1895,fil-706,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Center,Grande,790,Yes,12 hrs,SAR 189688.0,None,918103,0,11,9364,SAR 466141
1896,fil-707,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Center,Hyper,405,Yes,18 hrs,SAR 55337.0,Regular,331152,198691,6,2384,SAR 137327
1897,fil-708,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Border,Hyper,1835,No,18 hrs,SAR 74633.0,None,275109,0,1,5023,SAR 273711
1898,fil-709,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Center,Regular,80,No,12 hrs,SAR 5249.0,Regular,326514,163257,11,5473,SAR 268316
1899,fil-710,2018-12-24 00:00:00,1440-04-17,Mon,Dec,Rabi’ al-Thani,Border,Hyper,990,No,24 hrs,SAR 38012.0,None,188237,0,2,2815,SAR 148101
1900,fil-701,2018-12-25 00:00:00,1440-04-18,Tue,Dec,Rabi’ al-Thani,Center,Regular,85,Yes,12 hrs,SAR 1496.0,Regular,453096,181238,5,5595,SAR 263096
1901,fil-702,2018-12-25 00:00:00,1440-04-18,Tue,Dec,Rabi’ al-Thani,Center,Grande,1375,Yes,18 hrs,SAR 311140.0,None,1917920,0,7,19562,SAR 1022294
1902,fil-703,2018-12-25 00:00:00,1440-04-18,Tue,Dec,Rabi’ al-Thani,Outskirts,Hyper,1285,No,24 hrs,SAR 24762.0,Regular,138916,69458,1,3167,SAR 162217
1903,fil-704,2018-12-25 00:00:00,1440-04-18,Tue,Dec,Rabi’ al-Thani,Center,Grande,510,No,12 hrs,SAR 779540.0,None,846845,0,8,11645,SAR 590546
1904,fil-705,2018-12-25 00:00:00,1440-04-18,Tue,Dec,Rabi’ al-Thani,Border,Hyper,1980,Yes,12 hrs,SAR 32953.0,Regular,321080,160540,2,5559,SAR 230372
